row_idx,tweet_id,text,half
87095,T0087096,This issue is deeply personal for families across TN. I'll always listen first.,H1
97011,T0097012,Thank you Georgetown! Standing room only tonight. This movement is growing every single day.,H1
85669,T0085670,Met with law enforcement and community leaders in Cedar Falls about keeping our neighborhoods safe.,H1
65341,T0065342,This issue is deeply personal for families across NC. I'll always listen first.,H1
65304,T0065305,I'm a proud gun owner and I'll defend your constitutional rights in Washington.,H1
53487,T0053488,Thank you Dover Plains! Standing room only tonight. This movement is growing every single day.,H1
50123,T0050124,RT @CleanAirCoalition: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H1
16188,T0016189,"Real public safety means investing in communities — mental health response, youth programs, and accountable policing.",H1
27529,T0027530,Debate night. Watch live at 5:30pm and see the contrast for yourself.,H1
40921,T0040922,Democracy works when we show up. Check your registration today — link in bio.,H1
1348,T0001349,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,H1
19025,T0019026,RT @MainStreetMonitor: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H1
94048,T0094049,RT @CarePolicyProject: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H1
38744,T0038745,Not one more dime overseas until we take care of our own veterans here in MI.,H1
27734,T0027735,Price transparency and competition will lower costs faster than any government mandate.,H1
17526,T0017527,We can back the police AND demand accountability. Those aren't opposites.,H1
103969,T0103970,Student debt is holding back a generation. I support relief and free community college.,H1
53317,T0053318,Honored to meet with veterans in Bremerton today. We owe them more than words.,H1
12694,T0012695,I will vote to restore Roe's protections nationwide. OH women deserve nothing less.,H1
52420,T0052421,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,H1
58139,T0058140,Patients and doctors should make health decisions — not government bureaucrats.,H1
65889,T0065890,Toured the new energy facility in Riverton today. KY workers are second to none.,H1
97034,T0097035,Visited the community health center in Lakewood — grateful for the nurses and staff who keep it running.,H1
5144,T0005145,Knocking doors in Greenville with an incredible team of volunteers today. The energy is real!,H1
59704,T0059705,Billionaires shouldn't pay a lower tax rate than teachers. Time to make the wealthy pay their fair share.,H1
52703,T0052704,RT @ProgressNowDaily: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H1
17434,T0017435,RT @VotingRightsWatch: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H1
18439,T0018440,Price transparency and competition will lower costs faster than any government mandate.,H1
72397,T0072398,RT @TheDailyLedgerUS: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H1
90469,T0090470,Debate night. Watch live at noon and see the contrast for yourself.,H1
40089,T0040090,Our immigration system has been broken for decades. Both parties share the blame — MA deserves solutions.,H1
46197,T0046198,"Clean energy jobs are the future, and OK can lead. I'll fight for wind, solar, and battery manufacturing here at home.",H1
82863,T0082864,RT @FaithAndFlagDaily: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H1
47313,T0047314,Met with local business owners in Riverton today about what they need to grow and hire.,H1
97836,T0097837,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,H1
49285,T0049286,RT @HeritageHorizon: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H1
49670,T0049671,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H1
66155,T0066156,Stopped by Georgetown Elementary today. Our teachers are heroes — period.,H1
71186,T0071187,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H1
20707,T0020708,Gerrymandering lets politicians pick their voters. Independent commissions would fix that.,H2
64376,T0064377,Good jobs and a fair shot — that's what this campaign is about for UT.,H2
36805,T0036806,I respect the Second Amendment AND believe weapons of war don't belong on our streets.,H2
102453,T0102454,Rode along with Summit officers last night. Grateful for what they do every shift.,H2
59253,T0059254,"Every family in OK deserves access to quality, affordable care. Full stop.",H2
211,T0000212,Union jobs built the middle class. I'm proud to stand with workers on the picket line in NC.,H2
98978,T0098979,Not one more dime overseas until we take care of our own veterans here in FL.,H2
82529,T0082530,Healthcare is a human right. No one in AZ should go bankrupt because they got sick.,H2
50274,T0050275,RT @FaithAndFlagDaily: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H2
73371,T0073372,RT @SecondAmendmentNow: Border crossings surge again — where is the accountability?,H2
90157,T0090158,Honored to meet with veterans in Bellview today. We owe them more than words.,H2
86826,T0086827,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,H2
67155,T0067156,We can be good stewards of the land without strangling MN's energy workers with mandates.,H2
95460,T0095461,RT @VotingRightsWatch: This map of clean-energy job growth should be front-page news.,H2
13638,T0013639,Small businesses in KY are drowning in red tape. I'll cut job-killing regulations on day one.,H2
100248,T0100249,RT @HeartlandDispatch: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
39119,T0039120,RT @MainStreetMonitor: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H2
66985,T0066986,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H2
45073,T0045074,RT @HeritageHorizon: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H2
29842,T0029843,RT @GreenFutureFund: Debate schedule for the fall is out. Full calendar at the link.,H2
86663,T0086664,Rode along with Franklin officers last night. Grateful for what they do every shift.,H2
53945,T0053946,"We just crossed 10,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H2
101523,T0101524,Price transparency and competition will lower costs faster than any government mandate.,H2
5997,T0005998,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for NY families.,H2
57363,T0057364,RT @FreeMarketForum: Border crossings surge again — where is the accountability?,H2
76777,T0076778,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H2
28111,T0028112,Met with law enforcement and community leaders in Lakewood about keeping our neighborhoods safe.,H2
101924,T0101925,RT @ProgressNowDaily: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
84915,T0084916,RT @VotingRightsWatch: This map of clean-energy job growth should be front-page news.,H2
86961,T0086962,Criminals don't follow gun laws — disarming law-abiding SC citizens makes us less safe.,H2
21114,T0021115,Stopped by Madison Heights Elementary today. Our teachers are heroes — period.,H2
97098,T0097099,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H2
24029,T0024030,RT @FreeMarketForum: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H2
47828,T0047829,Life is precious. I'll support policies that protect mothers and babies alike.,H2
55563,T0055564,Debate night. Watch live at noon and see the contrast for yourself.,H2
61613,T0061614,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for TX families.,H2
78371,T0078372,Protecting our air and water isn't radical — poisoning them for profit is.,H2
81733,T0081734,Met with law enforcement and community leaders in Dover Plains about keeping our neighborhoods safe.,H2
55407,T0055408,Toured the new energy facility in Franklin today. NJ workers are second to none.,H2
67179,T0067180,Washington elites think they know better than IL voters. I trust the people.,H2
67855,T0067856,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H2
34123,T0034124,"Every family in NY deserves access to quality, affordable care. Full stop.",H2
76565,T0076566,RT @FreeMarketForum: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H2
70127,T0070128,Honored to meet with veterans in Harrisburg today. We owe them more than words.,H2
48131,T0048132,Debate night. Watch live at 10am and see the contrast for yourself.,H2
35872,T0035873,This issue is deeply personal for families across IA. I'll always listen first.,H2
60697,T0060698,Join us Saturday at 2pm for a town hall in Summit! Doors open early — bring your questions.,H2
50885,T0050886,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H2
55439,T0055440,Union jobs built the middle class. I'm proud to stand with workers on the picket line in MN.,H2
53241,T0053242,RT @ProgressNowDaily: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
68768,T0068769,Our immigration system has been broken for decades. Both parties share the blame — CO deserves solutions.,H2
10418,T0010419,Good jobs and a fair shot — that's what this campaign is about for NM.,H2
35630,T0035631,"Get politics out of the classroom and get back to reading, writing, and math.",H2
100325,T0100326,RT @GreenFutureFund: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
71457,T0071458,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H2
103882,T0103883,RT @WorkersUnitedHQ: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
81709,T0081710,Gerrymandering lets politicians pick their voters. Independent commissions would fix that.,H2
52776,T0052777,Toured the new energy facility in Clayton today. CO workers are second to none.,H2
75614,T0075615,RT @SecondAmendmentNow: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
58313,T0058314,Good jobs and a fair shot — that's what this campaign is about for CA.,H2
19379,T0019380,Parents — not bureaucrats — should decide what their kids learn. I'll fight for parental rights in every classroom.,H2
41615,T0041616,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H2
102846,T0102847,"Standing with our allies isn't weakness, it's strength. Alliances keep Americans safe.",H2
101911,T0101912,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H2
1034,T0001035,RT @VotingRightsWatch: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
91281,T0091282,RT @GreenFutureFund: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
99989,T0099990,Join us Saturday at 2pm for a town hall in Harrisburg! Doors open early — bring your questions.,H2
83339,T0083340,"Phone bank tonight at noon! Grab a coffee and join us — training provided, no experience needed.",H2
30866,T0030867,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H2
82055,T0082056,Honored to meet with veterans in Alton today. We owe them more than words.,H2
39826,T0039827,RT @PatriotPressWire: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
91653,T0091654,RT @GreenFutureFund: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
50245,T0050246,Early voting starts soon in CA. Make your plan now — every single vote counts.,H2
98871,T0098872,RT @CleanAirCoalition: This map of clean-energy job growth should be front-page news.,H2
54317,T0054318,Democracy works when we show up. Check your registration today — link in bio.,H2
79192,T0079193,Diplomacy first. Endless wars cost MT families dearly — in lives and in dollars.,H2
39712,T0039713,Election integrity matters. Voter ID is common sense and most Americans agree.,H2
83768,T0083769,RT @TaxpayersFirstOrg: Debate schedule for the fall is out. Full calendar at the link.,H2
33943,T0033944,RT @PatriotPressWire: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
31747,T0031748,RT @GreenFutureFund: Turnout in this week's primaries beat 2018 levels in most counties.,H2
70833,T0070834,"Phone bank tonight at 7pm! Grab a coffee and join us — training provided, no experience needed.",H2
93777,T0093778,"New endorsement dropping tomorrow morning. Stay tuned, MI!",H2
24195,T0024196,Small businesses in GA are drowning in red tape. I'll cut job-killing regulations on day one.,H2
13072,T0013073,Stopped by Harrisburg Elementary today. Our teachers are heroes — period.,H2
5963,T0005964,Sanctuary policies put MT communities at risk. I'll end them.,H2
29196,T0029197,Join us Saturday at 10am for a town hall in Millbrook! Doors open early — bring your questions.,H2
25192,T0025193,Good jobs and a fair shot — that's what this campaign is about for PA.,H2
2375,T0002376,Knocking doors in Harrisburg with an incredible team of volunteers today. The energy is real!,H2
90051,T0090052,Billionaires shouldn't pay a lower tax rate than teachers. Time to make the wealthy pay their fair share.,H2
37790,T0037791,Stopped by Harrisburg Elementary today. Our teachers are heroes — period.,H2
15012,T0015013,Every family deserves a safe neighborhood. Law and order is on the ballot.,H2
9782,T0009783,RT @ProgressNowDaily: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
89002,T0089003,RT @TheDailyLedgerUS: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H2
77997,T0077998,China is eating our lunch on trade and technology. I'll put American workers first.,H2
32073,T0032074,Honored to meet with veterans in Millbrook today. We owe them more than words.,H2
88191,T0088192,RT @LibertyLedger: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H2
90376,T0090377,Healthcare is a human right. No one in GA should go bankrupt because they got sick.,H2
100094,T0100095,Stopped by Greenville Elementary today. Our teachers are heroes — period.,H2
55011,T0055012,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H2
44767,T0044768,"The climate crisis is here — AZ families are paying for it in floods, fires, and insurance bills. We need clean energy now.",H2
11174,T0011175,RT @CarePolicyProject: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H2
22877,T0022878,RT @MainStreetMonitor: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
103846,T0103847,Met with law enforcement and community leaders in Lakewood about keeping our neighborhoods safe.,H2
2826,T0002827,RT @CleanAirCoalition: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
14403,T0014404,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.,H2
63428,T0063429,RT @GreenFutureFund: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
37557,T0037558,We can protect people with pre-existing conditions without a big-government takeover of medicine.,H2
81560,T0081561,"Phone bank tonight at 6pm! Grab a coffee and join us — training provided, no experience needed.",H2
24413,T0024414,Stopped by Bellview Elementary today. Our teachers are heroes — period.,H2
74370,T0074371,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,H2
81032,T0081033,RT @BorderWatchNet: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H2
86679,T0086680,"Happy Veterans Day from our family to yours, TN!",H2
25533,T0025534,"I'll fight to expand Medicaid and cap insulin costs for every patient, not just some.",H2
64930,T0064931,RT @PublicSquareNews: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H2
20674,T0020675,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H2
8255,T0008256,"Clean energy jobs are the future, and MI can lead. I'll fight for wind, solar, and battery manufacturing here at home.",H2
46943,T0046944,RT @TaxpayersFirstOrg: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H2
49986,T0049987,Toured the new energy facility in Oak Ridge today. MD workers are second to none.,H2
85456,T0085457,Honored to meet with veterans in Georgetown today. We owe them more than words.,H2
95208,T0095209,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H2
8791,T0008792,RT @BorderWatchNet: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
79322,T0079323,"Happy Thanksgiving from our family to yours, MA!",H2
24776,T0024777,We can back the police AND demand accountability. Those aren't opposites.,H2
38448,T0038449,"Immigrants power AZ's farms, hospitals, and small businesses. Our economy depends on fixing this broken system.",H2
93754,T0093755,Rode along with Oak Ridge officers last night. Grateful for what they do every shift.,H2
28542,T0028543,RT @BorderWatchNet: Border crossings surge again — where is the accountability?,H2
99911,T0099912,RT @WorkersUnitedHQ: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
97006,T0097007,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time.",H2
27416,T0027417,RT @SecondAmendmentNow: Debate schedule for the fall is out. Full calendar at the link.,H2
11060,T0011061,RT @FreeMarketForum: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H2
10196,T0010197,Sanctuary policies put NC communities at risk. I'll end them.,H2
6914,T0006915,Yard signs are IN. Swing by the Millbrook office and grab one this weekend!,H2
11712,T0011713,"Happy New Year from our family to yours, SD!",H2
3386,T0003387,RT @CarePolicyProject: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H2
37128,T0037129,This issue is deeply personal for families across FL. I'll always listen first.,H2
63207,T0063208,Every family deserves a safe neighborhood. Law and order is on the ballot.,H2
65630,T0065631,RT @TheDailyLedgerUS: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
40343,T0040344,"Happy Veterans Day from our family to yours, ME!",H2
43467,T0043468,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,H2
73457,T0073458,RT @SecondAmendmentNow: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
57527,T0057528,Rode along with Harrisburg officers last night. Grateful for what they do every shift.,H2
46847,T0046848,Join us Saturday at 5:30pm for a town hall in Summit! Doors open early — bring your questions.,H2
86352,T0086353,RT @GreenFutureFund: Turnout in this week's primaries beat 2018 levels in most counties.,H2
42507,T0042508,Met with local business owners in Franklin today about what they need to grow and hire.,H2
8891,T0008892,RT @VotingRightsWatch: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
98133,T0098134,Life is precious. I'll support policies that protect mothers and babies alike.,H2
85600,T0085601,RT @CarePolicyProject: Turnout in this week's primaries beat 2018 levels in most counties.,H2
88966,T0088967,RT @ProgressNowDaily: Border crossings surge again — where is the accountability?,H2
81171,T0081172,"Human rights must be at the center of American foreign policy, not an afterthought.",H2
7759,T0007760,"Happy Fourth of July from our family to yours, UT!",H2
65732,T0065733,This issue is deeply personal for families across OH. I'll always listen first.,H2
57167,T0057168,"Phone bank tonight at 2pm! Grab a coffee and join us — training provided, no experience needed.",H2
58973,T0058974,Our immigration system has been broken for decades. Both parties share the blame — UT deserves solutions.,H2
41611,T0041612,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.,H2
76415,T0076416,Our immigration system has been broken for decades. Both parties share the blame — MD deserves solutions.,H2
18962,T0018963,Rode along with Oak Ridge officers last night. Grateful for what they do every shift.,H2
68796,T0068797,RT @CivicSignal: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
72135,T0072136,Our immigration system has been broken for decades. Both parties share the blame — CT deserves solutions.,H2
30800,T0030801,RT @CleanAirCoalition: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
29357,T0029358,Thank you Bremerton! Standing room only tonight. This movement is growing every single day.,H2
6923,T0006924,"Get politics out of the classroom and get back to reading, writing, and math.",H2
3430,T0003431,"Phone bank tonight at 5:30pm! Grab a coffee and join us — training provided, no experience needed.",H2
4162,T0004163,Student debt is holding back a generation. I support relief and free community college.,H2
43656,T0043657,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.,H2
68440,T0068441,RT @BorderWatchNet: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
19201,T0019202,Our immigration system has been broken for decades. Both parties share the blame — PA deserves solutions.,H2
65527,T0065528,"Human rights must be at the center of American foreign policy, not an afterthought.",H2
60650,T0060651,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.,H2
73719,T0073720,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H2
27629,T0027630,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H2
76878,T0076879,Student debt is holding back a generation. I support relief and free community college.,H2
80767,T0080768,RT @VotingRightsWatch: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
56185,T0056186,Honored to meet with veterans in Madison Heights today. We owe them more than words.,H2
7701,T0007702,RT @GreenFutureFund: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H2
62571,T0062572,"Phone bank tonight at 7pm! Grab a coffee and join us — training provided, no experience needed.",H2
53892,T0053893,RT @FreeMarketForum: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
45119,T0045120,Visited the community health center in Georgetown — grateful for the nurses and staff who keep it running.,H2
30868,T0030869,Stopped by Madison Heights Elementary today. Our teachers are heroes — period.,H2
27689,T0027690,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",H2
32298,T0032299,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H2
40824,T0040825,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",H2
67203,T0067204,Criminals don't follow gun laws — disarming law-abiding WI citizens makes us less safe.,H2
96684,T0096685,RT @WorkersUnitedHQ: Debate schedule for the fall is out. Full calendar at the link.,H2
9310,T0009311,"New endorsement dropping tomorrow morning. Stay tuned, NJ!",H2
44267,T0044268,RT @SecondAmendmentNow: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
18618,T0018619,RT @LibertyLedger: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
72918,T0072919,Parents — not bureaucrats — should decide what their kids learn. I'll fight for parental rights in every classroom.,H2
45980,T0045981,RT @GreenFutureFund: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
90843,T0090844,RT @BorderWatchNet: BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,H2
38569,T0038570,RT @SecondAmendmentNow: New analysis: energy mandates will raise household electric bills sharply. Voters deserve the truth.,H2
85806,T0085807,Student debt is holding back a generation. I support relief and free community college.,H2
102973,T0102974,Peace through strength. A strong military is the best guarantee our enemies stay in check.,H2
84420,T0084421,RT @GreenFutureFund: Debate schedule for the fall is out. Full calendar at the link.,H2
28476,T0028477,Our immigration system has been broken for decades. Both parties share the blame — MO deserves solutions.,H2
6988,T0006989,RT @StatehouseWire: Voter purges are quietly accelerating ahead of the midterms. We're tracking every state.,H2
85946,T0085947,Working families deserve a raise. I'll fight to lift the minimum wage and rein in corporate price gouging.,H2
72412,T0072413,The radical Green agenda would crush MI jobs and spike your electric bill. I'll stop it.,H2
26763,T0026764,RT @TaxpayersFirstOrg: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H2
64370,T0064371,Billionaires shouldn't pay a lower tax rate than teachers. Time to make the wealthy pay their fair share.,H2
63693,T0063694,Dark money is drowning out CA voices. I support full disclosure of every political dollar.,H2
84706,T0084707,Dark money is drowning out FL voices. I support full disclosure of every political dollar.,H2
67010,T0067011,Toured the new energy facility in Harrisburg today. CO workers are second to none.,H2
94460,T0094461,Small businesses in CO are drowning in red tape. I'll cut job-killing regulations on day one.,H2
46126,T0046127,"I'll always back the blue. Our officers in TX deserve support, not defunding.",H2
81640,T0081641,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.,H2
53655,T0053656,RT @ProgressNowDaily: This map of clean-energy job growth should be front-page news.,H2
4384,T0004385,"Lower taxes, less government, more freedom. That's how we get MN's economy roaring again.",H2
61930,T0061931,Catch-and-release is over when I get to Washington. We need real deterrence at the border.,H2
103120,T0103121,RT @SecondAmendmentNow: Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,H2
76281,T0076282,Union jobs built the middle class. I'm proud to stand with workers on the picket line in KS.,H2
14900,T0014901,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,H2
30324,T0030325,RT @FreeMarketForum: ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,H2
58277,T0058278,RT @PatriotPressWire: Poll: overwhelming majority supports voter ID. This shouldn't be controversial.,H2
55475,T0055476,Stopped by Newport Elementary today. Our teachers are heroes — period.,H2
103605,T0103606,Met with law enforcement and community leaders in Springdale about keeping our neighborhoods safe.,H2
90532,T0090533,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,H2
20509,T0020510,Our immigration system has been broken for decades. Both parties share the blame — IL deserves solutions.,H2
9881,T0009882,I am proudly pro-life and will always defend the unborn.,H2
54681,T0054682,Stopped by Millbrook Elementary today. Our teachers are heroes — period.,H2
26094,T0026095,Democracy works when we show up. Check your registration today — link in bio.,H2
50208,T0050209,This issue is deeply personal for families across MN. I'll always listen first.,H2
61273,T0061274,Debate night. Watch live at 6pm and see the contrast for yourself.,H2
45340,T0045341,Small businesses in PA are drowning in red tape. I'll cut job-killing regulations on day one.,H2
8630,T0008631,Diplomacy first. Endless wars cost TX families dearly — in lives and in dollars.,H2
56900,T0056901,RT @GreenFutureFund: This map of clean-energy job growth should be front-page news.,H2
23575,T0023576,"We just crossed 10,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H2
20351,T0020352,Knocking doors in Kingsport with an incredible team of volunteers today. The energy is real!,H2
100367,T0100368,Thank you Dover Plains! Standing room only tonight. This movement is growing every single day.,H2
46918,T0046919,Our kids practice lockdown drills while Congress practices excuses. Enough. Pass red flag laws.,H2
35504,T0035505,"School choice gives every CA family a shot at a great education, regardless of zip code.",H2
41970,T0041971,Our immigration system has been broken for decades. Both parties share the blame — MN deserves solutions.,H2
53626,T0053627,Our immigration system has been broken for decades. Both parties share the blame — VA deserves solutions.,H2
95741,T0095742,RT @FaithAndFlagDaily: Border crossings surge again — where is the accountability?,H2
64840,T0064841,RT @CleanAirCoalition: Debate schedule for the fall is out. Full calendar at the link.,H2
91331,T0091332,RT @PatriotPressWire: REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,H2
2810,T0002811,RT @VotingRightsWatch: This map of clean-energy job growth should be front-page news.,H2
102217,T0102218,Toured the new energy facility in Madison Heights today. NC workers are second to none.,H2
78188,T0078189,RT @TheDailyLedgerUS: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
10864,T0010865,Early voting starts soon in VT. Make your plan now — every single vote counts.,H2
72639,T0072640,Honored to meet with veterans in Madison Heights today. We owe them more than words.,H2
71224,T0071225,RT @PatriotPressWire: Border crossings surge again — where is the accountability?,H2
88339,T0088340,Rode along with Clayton officers last night. Grateful for what they do every shift.,H2
94758,T0094759,Thank you Harrisburg! Standing room only tonight. This movement is growing every single day.,H2
77349,T0077350,Democracy works when we show up. Check your registration today — link in bio.,H2
61281,T0061282,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",H2
32710,T0032711,Talked supply chains and manufacturing with workers at the plant in Cedar Falls this morning.,H2
37032,T0037033,Stopped by Millbrook Elementary today. Our teachers are heroes — period.,H2
49142,T0049143,Diplomacy first. Endless wars cost TX families dearly — in lives and in dollars.,H2
89500,T0089501,Stopped by Lakewood Elementary today. Our teachers are heroes — period.,H2
12895,T0012896,"We just crossed 50,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H2
12139,T0012140,Democracy works when we show up. Check your registration today — link in bio.,H2
33522,T0033523,We must balance the budget like every family in NH has to. No more blank checks.,H2
77403,T0077404,"Illegal immigration drives down wages for CO workers. Enforce the law, protect American jobs.",H2
53306,T0053307,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",H2
38282,T0038283,Rode along with Franklin officers last night. Grateful for what they do every shift.,H2
101315,T0101316,RT @WorkersUnitedHQ: Study: universal pre-K pays for itself within a decade. Pass it on.,H2
26508,T0026509,Debate night. Watch live at 10am and see the contrast for yourself.,H2
15259,T0015260,Washington elites think they know better than IL voters. I trust the people.,H2
27059,T0027060,"I'll always back the blue. Our officers in NJ deserve support, not defunding.",H2
41046,T0041047,RT @BorderWatchNet: Turnout in this week's primaries beat 2018 levels in most counties.,H2
96513,T0096514,"Every family in PA deserves access to quality, affordable care. Full stop.",H2
55150,T0055151,RT @CarePolicyProject: Turnout in this week's primaries beat 2018 levels in most counties.,H2
30106,T0030107,"The climate crisis is here — MA families are paying for it in floods, fires, and insurance bills. We need clean energy now.",H2
97013,T0097014,RT @CleanAirCoalition: Our latest polling roundup for the 2022 midterms is live. Key races tightening.,H2
102057,T0102058,Stopped by Summit Elementary today. Our teachers are heroes — period.,H2
78068,T0078069,Good jobs and a fair shot — that's what this campaign is about for TX.,H2
44215,T0044216,Honored to meet with veterans in Summit today. We owe them more than words.,H2
60117,T0060118,I will vote to restore Roe's protections nationwide. OK women deserve nothing less.,H2
29999,T0030000,Union jobs built the middle class. I'm proud to stand with workers on the picket line in FL.,H2
46104,T0046105,RT @TheDailyLedgerUS: Turnout in this week's primaries beat 2018 levels in most counties.,H2
58383,T0058384,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,H2
49010,T0049011,Healthcare is a human right. No one in IL should go bankrupt because they got sick.,H2
3607,T0003608,RT @FaithAndFlagDaily: Border crossings surge again — where is the accountability?,H2
82841,T0082842,I respect the Second Amendment AND believe weapons of war don't belong on our streets.,H2
41014,T0041015,"We just crossed 25,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",H2
71580,T0071581,RT @CleanAirCoalition: NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,H2
