item_id,candidate_id,tweet_id,text,score
TC081721,C0817,T0005685,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",-0.7
TC081722,C0817,T0091213,Patients and doctors should make health decisions — not government bureaucrats.,0.45
TC081723,C0817,T0059948,"We just crossed 15,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",-0.2
TC081724,C0817,T0035616,Join us Saturday at 6pm for a town hall in Dover Plains! Doors open early — bring your questions.,0.0
TC085300,C0853,T0098567,"Every kid in GA deserves a great public school — fully funded, with teachers paid what they're worth.",-0.6
TC085301,C0853,T0036000,Filed our FEC report: best fundraising quarter yet. Thank you to every supporter.,0.0
TC085302,C0853,T0095174,Our latest polling roundup for the 2022 midterms is live. Key races tightening.,0.0
TC085303,C0853,T0051345,"Every family in GA deserves access to quality, affordable care. Full stop.",-0.4
TC085304,C0853,T0045356,Corporate consolidation is squeezing family farms and small businesses. We need real antitrust enforcement.,-0.4
TC085305,C0853,T0052614,The radical Green agenda would crush GA jobs and spike your electric bill. I'll stop it.,0.75
TC085306,C0853,T0093132,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,-0.7
TC085307,C0853,T0009183,Good jobs and a fair shot — that's what this campaign is about for GA.,-0.2
TC085308,C0853,T0083349,Turnout in this week's primaries beat 2018 levels in most counties.,0.0
TC085309,C0853,T0076846,Yard signs are IN. Swing by the Riverton office and grab one this weekend!,0.0
TC085310,C0853,T0087069,Gun violence is a public health crisis. Prevention works — I've seen it in Riverton.,-0.6
TC085311,C0853,T0084855,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,-0.4
TC085312,C0853,T0051405,"Our new ad is live. Watch it, share it, and chip in $5 if you can.",0.0
TC085313,C0853,T0055635,Thank you Clayton! Standing room only tonight. This movement is growing every single day.,0.0
TC085314,C0853,T0085946,Dark money is drowning out GA voices. I support full disclosure of every political dollar.,-0.55
TC085315,C0853,T0061607,Good jobs and a fair shot — that's what this campaign is about for GA.,-0.2
TC085316,C0853,T0070908,Dreamers are Americans in every way but paperwork. I'll vote for a pathway to citizenship.,-0.7
TC085317,C0853,T0095090,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,-0.6
TC085318,C0853,T0016119,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",-0.65
TC085319,C0853,T0006934,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,0.0
TC085320,C0853,T0097514,"The climate crisis is here — GA families are paying for it in floods, fires, and insurance bills. We need clean energy now.",-0.75
TC085321,C0853,T0082557,Voting should be easy and secure — for everyone. I'll fight voter suppression wherever it appears.,-0.6
TC085322,C0853,T0025387,Union jobs built the middle class. I'm proud to stand with workers on the picket line in GA.,-0.7
TC085323,C0853,T0051364,Politicians have no place in the exam room. I trust women.,-0.7
TC085324,C0853,T0065090,"Family separation is a moral stain. We need humane, orderly immigration reform — not cruelty as policy.",-0.65
TC087200,C0872,T0067218,Politicians have no place in the exam room. I trust women.,-0.7
TC087201,C0872,T0016138,Turnout in this week's primaries beat 2018 levels in most counties.,0.0
TC087202,C0872,T0052176,Talked supply chains and manufacturing with workers at the plant in Oak Ridge this morning.,0.0
TC087203,C0872,T0081826,Debate schedule for the fall is out. Full calendar at the link.,0.0
TC087204,C0872,T0081427,Study: universal pre-K pays for itself within a decade. Pass it on.,-0.55
TC087205,C0872,T0084071,Our latest polling roundup for the 2022 midterms is live. Key races tightening.,0.0
TC087206,C0872,T0040811,Patients and doctors should make health decisions — not government bureaucrats.,0.45
TC087207,C0872,T0030406,Our immigration system has been broken for decades. Both parties share the blame — MI deserves solutions.,0.0
TC087208,C0872,T0054961,Our latest polling roundup for the 2022 midterms is live. Key races tightening.,0.0
TC087209,C0872,T0020967,Small businesses in MI are drowning in red tape. I'll cut job-killing regulations on day one.,0.65
TC087210,C0872,T0081746,Turnout in this week's primaries beat 2018 levels in most counties.,0.0
TC087211,C0872,T0087392,Rode along with Bremerton officers last night. Grateful for what they do every shift.,0.1
TC087212,C0872,T0087669,Crime stats out this morning. Soft-on-crime policies have a body of evidence now — and it's damning.,0.6
TC087213,C0872,T0064918,Rode along with Harrisburg officers last night. Grateful for what they do every shift.,0.2
TC087214,C0872,T0059665,Yard signs are IN. Swing by the Springdale office and grab one this weekend!,0.0
TC087215,C0872,T0075083,Good jobs and a fair shot — that's what this campaign is about for MI.,-0.2
TC087216,C0872,T0091243,Talked supply chains and manufacturing with workers at the plant in Oak Ridge this morning.,0.0
TC087217,C0872,T0064296,I am proudly pro-life and will always defend the unborn.,0.85
TC087218,C0872,T0057189,Soft-on-crime policies have consequences. I'll fight for tougher sentences for violent offenders.,0.7
TC087219,C0872,T0027261,Turnout in this week's primaries beat 2018 levels in most counties.,0.0
TC087220,C0872,T0100067,REPORT: Federal regulations cost small businesses billions last year. Time to cut the red tape.,0.55
TC087221,C0872,T0025399,Early voting starts soon in MI. Make your plan now — every single vote counts.,-0.1
TC087222,C0872,T0060921,Not one more dime overseas until we take care of our own veterans here in MI.,0.6
TC087223,C0872,T0067613,Debate schedule for the fall is out. Full calendar at the link.,0.0
TC087224,C0872,T0038194,Washington-run healthcare means longer waits and fewer choices. I'll defend private options for MI families.,0.6
TC088200,C0882,T0067476,"Clean energy jobs are the future, and NH can lead. I'll fight for wind, solar, and battery manufacturing here at home.",-0.55
TC088201,C0882,T0015131,Knocking doors in Clayton with an incredible team of volunteers today. The energy is real!,0.0
TC088202,C0882,T0033917,Big Pharma spends millions lobbying to keep prices high. I don't take their money — and I'll vote to negotiate prices.,-0.55
TC088203,C0882,T0004867,"We just crossed 50,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs.",-0.15
TC088204,C0882,T0042504,Met with law enforcement and community leaders in Summit about keeping our neighborhoods safe.,0.15
TC088205,C0882,T0044165,Toured the new energy facility in Greenville today. NH workers are second to none.,0.0
TC088206,C0882,T0056137,Healthcare is a human right. No one in NH should go bankrupt because they got sick.,-0.7
TC088207,C0882,T0032518,Debate schedule for the fall is out. Full calendar at the link.,0.0
TC088208,C0882,T0095075,Join us Saturday at 2pm for a town hall in Madison Heights! Doors open early — bring your questions.,0.0
TC088209,C0882,T0029083,Universal background checks are supported by most gun owners. Congress's inaction is a choice — I'll make a different one.,-0.6
TC088210,C0882,T0049841,Debate night. Watch live at 6pm and see the contrast for yourself.,0.0
TC088211,C0882,T0065129,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,0.0
TC088212,C0882,T0027104,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.,0.0
TC088213,C0882,T0035291,Toured the new energy facility in Harrisburg today. NH workers are second to none.,0.0
TC088214,C0882,T0007008,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time.",0.85
TC088215,C0882,T0094351,"Happy Thanksgiving from our family to yours, NH!",0.0
TC088216,C0882,T0030931,Turnout in this week's primaries beat 2018 levels in most counties.,0.0
TC088217,C0882,T0099378,Early voting starts soon in NH. Make your plan now — every single vote counts.,0.0
TC088218,C0882,T0073730,Met with law enforcement and community leaders in Alton about keeping our neighborhoods safe.,0.0
TC088219,C0882,T0078169,This map of clean-energy job growth should be front-page news.,-0.5
TC088220,C0882,T0049202,Big Oil made record profits while your utility bill doubled. I'll end their subsidies.,-0.65
TC088221,C0882,T0100487,Price transparency and competition will lower costs faster than any government mandate.,0.5
TC088222,C0882,T0089921,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,-0.6
TC088223,C0882,T0068634,Our latest polling roundup for the 2022 midterms is live. Key races tightening.,0.0
TC088224,C0882,T0098662,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.,-0.5
TC088500,C0885,T0079695,Election integrity matters. Voter ID is common sense and most Americans agree.,0.6
TC088501,C0885,T0039668,"Standing with our allies isn't weakness, it's strength. Alliances keep Americans safe.",-0.2
TC088502,C0885,T0064754,Met with law enforcement and community leaders in Franklin about keeping our neighborhoods safe.,0.1
TC088503,C0885,T0074830,Democracy works when we show up. Check your registration today — link in bio.,0.0
TC088504,C0885,T0046130,"Every family in NJ deserves access to quality, affordable care. Full stop.",-0.4
TC088505,C0885,T0089155,Patients and doctors should make health decisions — not government bureaucrats.,0.45
TC088506,C0885,T0077012,Our latest polling roundup for the 2022 midterms is live. Key races tightening.,0.0
TC088507,C0885,T0025717,Study: universal pre-K pays for itself within a decade. Pass it on.,-0.55
TC088508,C0885,T0042991,Toured the new energy facility in Cedar Falls today. NJ workers are second to none.,0.0
TC088509,C0885,T0087375,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.,0.7
TC088510,C0885,T0011303,"Lower taxes, less government, more freedom. That's how we get NJ's economy roaring again.",0.8
TC088511,C0885,T0099027,"Every family in NJ deserves access to quality, affordable care. Full stop.",-0.4
TC088512,C0885,T0064229,This issue is deeply personal for families across NJ. I'll always listen first.,0.0
TC088513,C0885,T0102027,Visited the community health center in Clayton — grateful for the nurses and staff who keep it running.,0.0
TC088514,C0885,T0098884,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,-0.6
TC088515,C0885,T0038424,Talked supply chains and manufacturing with workers at the plant in Franklin this morning.,0.0
TC088516,C0885,T0089023,Election integrity matters. Voter ID is common sense and most Americans agree.,0.5
TC088517,C0885,T0001361,"Get politics out of the classroom and get back to reading, writing, and math.",0.55
TC088518,C0885,T0051284,Stopped by Franklin Elementary today. Our teachers are heroes — period.,-0.15
TC088519,C0885,T0015432,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment.",-0.6
TC088520,C0885,T0032928,This issue is deeply personal for families across NJ. I'll always listen first.,0.0
TC088521,C0885,T0002764,Stopped by Madison Heights Elementary today. Our teachers are heroes — period.,0.0
TC088522,C0885,T0047299,"School choice gives every NJ family a shot at a great education, regardless of zip code.",0.7
TC088523,C0885,T0031475,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.,-0.4
TC088524,C0885,T0077079,Honored to meet with veterans in Riverton today. We owe them more than words.,0.0
