item_id,candidate_id,tweet_id,text
TC088203,C0882,T0004867,"We just crossed 50,000 grassroots donors! Average gift: $27. This campaign is powered by people, not PACs."
TC088204,C0882,T0042504,Met with law enforcement and community leaders in Summit about keeping our neighborhoods safe.
TC088205,C0882,T0044165,Toured the new energy facility in Greenville today. NH workers are second to none.
TC088206,C0882,T0056137,Healthcare is a human right. No one in NH should go bankrupt because they got sick.
TC088207,C0882,T0032518,Debate schedule for the fall is out. Full calendar at the link.
TC088208,C0882,T0095075,Join us Saturday at 2pm for a town hall in Madison Heights! Doors open early — bring your questions.
TC088209,C0882,T0029083,Universal background checks are supported by most gun owners. Congress's inaction is a choice — I'll make a different one.
TC088210,C0882,T0049841,Debate night. Watch live at 6pm and see the contrast for yourself.
TC088211,C0882,T0065129,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC088212,C0882,T0027104,ICYMI: our candidate tracker now covers every House and Senate race. Bookmark it.
TC088213,C0882,T0035291,Toured the new energy facility in Harrisburg today. NH workers are second to none.
TC088214,C0882,T0007008,"The Second Amendment isn't negotiable. I'll oppose every gun grab, every time."
TC088215,C0882,T0094351,"Happy Thanksgiving from our family to yours, NH!"
TC088216,C0882,T0030931,Turnout in this week's primaries beat 2018 levels in most counties.
TC088217,C0882,T0099378,Early voting starts soon in NH. Make your plan now — every single vote counts.
TC088218,C0882,T0073730,Met with law enforcement and community leaders in Alton about keeping our neighborhoods safe.
TC088219,C0882,T0078169,This map of clean-energy job growth should be front-page news.
TC088220,C0882,T0049202,Big Oil made record profits while your utility bill doubled. I'll end their subsidies.
TC088221,C0882,T0100487,Price transparency and competition will lower costs faster than any government mandate.
TC088222,C0882,T0089921,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC088223,C0882,T0068634,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC088224,C0882,T0098662,NEW REPORT: Corporate profits hit record highs while wages stagnate. The data is undeniable.
TC088500,C0885,T0079695,Election integrity matters. Voter ID is common sense and most Americans agree.
TC088501,C0885,T0039668,"Standing with our allies isn't weakness, it's strength. Alliances keep Americans safe."
TC088502,C0885,T0064754,Met with law enforcement and community leaders in Franklin about keeping our neighborhoods safe.
TC088503,C0885,T0074830,Democracy works when we show up. Check your registration today — link in bio.
TC088504,C0885,T0046130,"Every family in NJ deserves access to quality, affordable care. Full stop."
TC088505,C0885,T0089155,Patients and doctors should make health decisions — not government bureaucrats.
TC088506,C0885,T0077012,Our latest polling roundup for the 2022 midterms is live. Key races tightening.
TC088507,C0885,T0025717,Study: universal pre-K pays for itself within a decade. Pass it on.
TC088508,C0885,T0042991,Toured the new energy facility in Cedar Falls today. NJ workers are second to none.
TC088509,C0885,T0087375,Taxpayer dollars should never fund abortion. I'll hold that line in Congress.
TC088510,C0885,T0011303,"Lower taxes, less government, more freedom. That's how we get NJ's economy roaring again."
TC088511,C0885,T0099027,"Every family in NJ deserves access to quality, affordable care. Full stop."
TC088512,C0885,T0064229,This issue is deeply personal for families across NJ. I'll always listen first.
TC088513,C0885,T0102027,Visited the community health center in Clayton — grateful for the nurses and staff who keep it running.
TC088514,C0885,T0098884,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC088515,C0885,T0038424,Talked supply chains and manufacturing with workers at the plant in Franklin this morning.
TC088516,C0885,T0089023,Election integrity matters. Voter ID is common sense and most Americans agree.
TC088517,C0885,T0001361,"Get politics out of the classroom and get back to reading, writing, and math."
TC088518,C0885,T0051284,Stopped by Franklin Elementary today. Our teachers are heroes — period.
TC088519,C0885,T0015432,"Book bans don't protect kids. Librarians and teachers deserve our trust, not harassment."
TC088520,C0885,T0032928,This issue is deeply personal for families across NJ. I'll always listen first.
TC088521,C0885,T0002764,Stopped by Madison Heights Elementary today. Our teachers are heroes — period.
TC088522,C0885,T0047299,"School choice gives every NJ family a shot at a great education, regardless of zip code."
TC088523,C0885,T0031475,BREAKING: Another state expands Medicaid — and rural hospitals immediately benefit.
TC088524,C0885,T0077079,Honored to meet with veterans in Riverton today. We owe them more than words.
