bundle_id,candidate_id,rep,condition,n_tweets,small_bundle,tweet_ids
M4C0340,C0340,4,main,17,True,T0031377|T0050683|T0082185|T0069278|T0039975|T0080512|T0036386|T0022728|T0100998|T0071960|T0011387|T0010409|T0055430|T0101003|T0033686|T0056871|T0083637
M4C0343,C0343,4,main,25,False,T0032262|T0070528|T0079246|T0083031|T0070733|T0088257|T0021869|T0070684|T0102628|T0035673|T0065544|T0021898|T0054831|T0058885|T0022990|T0099341|T0099768|T0084968|T0015561|T0081100|T0048138|T0082527|T0074531|T0053372|T0012785
M4C0347,C0347,4,main,25,False,T0075405|T0029034|T0056174|T0039294|T0031958|T0075918|T0070049|T0077366|T0073433|T0093788|T0006609|T0071066|T0066372|T0048688|T0095798|T0082937|T0002957|T0002400|T0004732|T0058444|T0029309|T0046746|T0088625|T0095064|T0027622
M4C0357,C0357,4,main,25,False,T0102243|T0093906|T0063079|T0057188|T0020064|T0080554|T0024172|T0033314|T0078614|T0036527|T0080197|T0016737|T0055355|T0073276|T0046266|T0068709|T0003670|T0085839|T0101912|T0035362|T0090631|T0016169|T0012348|T0066256|T0011128
M4C0366,C0366,4,main,25,False,T0083033|T0007562|T0096482|T0095420|T0022797|T0031351|T0095721|T0030994|T0099988|T0023748|T0015468|T0017614|T0040436|T0078840|T0047282|T0067871|T0074697|T0077733|T0068067|T0084742|T0025071|T0006767|T0018070|T0033585|T0102332
M4C0371,C0371,4,main,25,False,T0018983|T0016034|T0101794|T0101021|T0047635|T0103794|T0052181|T0054256|T0034717|T0085148|T0003232|T0035900|T0053869|T0068689|T0036846|T0008786|T0002501|T0058213|T0057686|T0048188|T0008883|T0093910|T0062183|T0049131|T0101943
M4C0376,C0376,4,main,25,False,T0065750|T0100510|T0103795|T0082722|T0021733|T0055735|T0020406|T0040163|T0061077|T0075438|T0015757|T0085396|T0089335|T0023299|T0031459|T0036018|T0029216|T0092683|T0098441|T0047307|T0026612|T0048560|T0033123|T0060579|T0009263
M4C0398,C0398,4,main,20,True,T0068753|T0096129|T0080856|T0074354|T0023213|T0044117|T0029786|T0028516|T0068818|T0024614|T0081963|T0028535|T0029907|T0104413|T0094669|T0084451|T0020367|T0052501|T0056344|T0044756
M4C0399,C0399,4,main,25,False,T0086562|T0000164|T0024386|T0057881|T0059096|T0044782|T0066488|T0035648|T0006637|T0005648|T0062504|T0022349|T0079628|T0066305|T0008394|T0091578|T0089764|T0088353|T0078200|T0065370|T0010125|T0033676|T0070876|T0047918|T0025680
M4C0412,C0412,4,main,25,False,T0060042|T0042660|T0059403|T0100660|T0026968|T0053423|T0009773|T0049521|T0061496|T0038913|T0082246|T0044803|T0002105|T0060864|T0011994|T0024040|T0058842|T0031878|T0018548|T0016382|T0028860|T0087167|T0066606|T0083169|T0095006
M4C0416,C0416,4,main,25,False,T0038215|T0060199|T0057608|T0064533|T0063742|T0071133|T0078352|T0012902|T0030781|T0049141|T0019943|T0091982|T0098923|T0007990|T0041435|T0019599|T0104337|T0072571|T0042522|T0080880|T0008042|T0065812|T0001536|T0010279|T0055319
M4C0417,C0417,4,main,25,False,T0030863|T0038036|T0057553|T0050945|T0018046|T0075969|T0002890|T0019950|T0100553|T0022162|T0092749|T0004335|T0104315|T0029632|T0000809|T0028595|T0081530|T0038365|T0085048|T0032934|T0082583|T0000660|T0025186|T0087915|T0003277
M4C0419,C0419,4,main,25,False,T0083121|T0090178|T0050847|T0043262|T0019012|T0065636|T0103839|T0022298|T0006003|T0045386|T0033990|T0008450|T0102895|T0084419|T0010237|T0073649|T0030416|T0065518|T0022290|T0027136|T0066955|T0004176|T0099974|T0049265|T0055970
M4C0420,C0420,4,main,25,False,T0000161|T0082127|T0088673|T0028146|T0004554|T0094193|T0048430|T0035534|T0030117|T0089251|T0064616|T0070025|T0018313|T0068882|T0066540|T0067141|T0039167|T0091663|T0081434|T0100984|T0095656|T0097977|T0062277|T0042709|T0075654
M4C0423,C0423,4,main,25,False,T0021684|T0057323|T0014592|T0061437|T0032111|T0020562|T0038920|T0048649|T0022188|T0064934|T0011685|T0029612|T0042959|T0078960|T0034095|T0014879|T0028053|T0028487|T0102649|T0102147|T0020575|T0028788|T0032808|T0097623|T0026153
M4C0428,C0428,4,main,25,False,T0064134|T0094019|T0095198|T0038595|T0006748|T0022176|T0066155|T0094367|T0029895|T0007283|T0010532|T0005877|T0100334|T0104328|T0103056|T0103454|T0090775|T0011233|T0097093|T0034524|T0021852|T0065071|T0056948|T0010508|T0052348
M4C0442,C0442,4,main,25,False,T0006237|T0047971|T0039181|T0090020|T0079554|T0028978|T0029917|T0072042|T0018373|T0043225|T0030790|T0065828|T0072183|T0020504|T0059615|T0052054|T0076435|T0045056|T0077969|T0102527|T0016834|T0077967|T0022122|T0083551|T0098695
M4C0445,C0445,4,main,25,False,T0071969|T0069196|T0049849|T0048720|T0027341|T0091048|T0090499|T0098034|T0032769|T0101993|T0027603|T0069293|T0047239|T0088519|T0090177|T0032256|T0065290|T0012758|T0094619|T0096836|T0071976|T0061211|T0076662|T0030472|T0025146
M4C0449,C0449,4,main,25,False,T0078256|T0069409|T0031675|T0026120|T0034004|T0045074|T0020301|T0098244|T0038427|T0046772|T0042618|T0078736|T0060324|T0086842|T0014942|T0036742|T0060090|T0059778|T0070611|T0036156|T0010116|T0053767|T0079570|T0097876|T0035590
M4C0450,C0450,4,main,25,False,T0036942|T0005953|T0102494|T0042820|T0008675|T0084065|T0041538|T0010937|T0022006|T0044247|T0075970|T0099053|T0068086|T0094850|T0013643|T0047131|T0089674|T0044437|T0018351|T0049537|T0017963|T0079964|T0080694|T0062253|T0094912
M4C0451,C0451,4,main,25,False,T0089984|T0032245|T0099645|T0024629|T0077324|T0039569|T0084194|T0081653|T0003891|T0031445|T0013812|T0017639|T0083743|T0043904|T0033054|T0024911|T0010328|T0044937|T0086577|T0100786|T0100149|T0097820|T0021390|T0005720|T0074633
M4C0456,C0456,4,main,25,False,T0008497|T0022607|T0052388|T0081268|T0003399|T0027948|T0039035|T0074518|T0035114|T0028017|T0009458|T0091827|T0077626|T0080846|T0097879|T0084363|T0082258|T0069394|T0071346|T0103605|T0053384|T0016005|T0047177|T0073070|T0075331
M4C0474,C0474,4,main,8,True,T0101336|T0013139|T0072415|T0002671|T0092639|T0041586|T0096935|T0015499
M4C0481,C0481,4,main,25,False,T0027968|T0014964|T0073516|T0006135|T0085174|T0007968|T0002498|T0099501|T0102746|T0057749|T0040783|T0083482|T0058047|T0008421|T0046537|T0008538|T0052727|T0019104|T0045613|T0076163|T0001257|T0028694|T0029599|T0084293|T0096900
M4C0485,C0485,4,main,25,False,T0038146|T0027685|T0069487|T0074494|T0053628|T0005254|T0089042|T0026219|T0010906|T0065180|T0074078|T0007129|T0076311|T0023993|T0043384|T0005928|T0038095|T0096744|T0062629|T0037410|T0018635|T0019299|T0005660|T0066960|T0005835
M4C0489,C0489,4,main,25,False,T0041579|T0023537|T0084669|T0047735|T0085925|T0073305|T0092118|T0039147|T0087717|T0017585|T0038221|T0034045|T0000181|T0068343|T0054995|T0078456|T0035662|T0020587|T0081409|T0067936|T0034406|T0074774|T0005691|T0025504|T0002855
M4C0496,C0496,4,main,25,False,T0000123|T0093930|T0011405|T0028490|T0028584|T0024271|T0099780|T0028729|T0094530|T0046958|T0098764|T0055701|T0094037|T0016178|T0088680|T0066718|T0072498|T0070279|T0043668|T0037466|T0040047|T0073640|T0069402|T0074228|T0044712
M4C0501,C0501,4,main,25,False,T0059776|T0075587|T0078971|T0101295|T0083672|T0000952|T0068170|T0009543|T0055920|T0076772|T0041573|T0013760|T0073573|T0102437|T0090971|T0014703|T0099955|T0018425|T0102211|T0003028|T0052985|T0022646|T0063870|T0011653|T0097162
M4C0504,C0504,4,main,25,False,T0102261|T0021803|T0069698|T0072525|T0007721|T0044493|T0037674|T0091580|T0058279|T0035734|T0031168|T0033894|T0022645|T0099994|T0002765|T0090493|T0066107|T0027655|T0063080|T0056084|T0024415|T0022833|T0011843|T0045624|T0091576
M4C0506,C0506,4,main,25,False,T0036962|T0047425|T0036747|T0032660|T0014663|T0044406|T0083929|T0050363|T0079071|T0047200|T0077408|T0034179|T0022551|T0097429|T0004631|T0064860|T0034124|T0074193|T0054246|T0023386|T0081905|T0100705|T0060331|T0081858|T0104068
M4C0508,C0508,4,main,25,False,T0101062|T0104522|T0049170|T0099684|T0024813|T0043309|T0031018|T0030405|T0067761|T0001836|T0035888|T0028771|T0008519|T0079209|T0068225|T0017484|T0102283|T0063968|T0086191|T0102701|T0098077|T0054064|T0016853|T0070047|T0057104
M4C0515,C0515,4,main,23,True,T0087616|T0092970|T0075794|T0087536|T0069608|T0036131|T0069091|T0050877|T0010492|T0059356|T0036690|T0009387|T0057335|T0034946|T0060859|T0054566|T0091474|T0030852|T0070449|T0060913|T0045336|T0092181|T0075607
M4C0534,C0534,4,main,25,False,T0071236|T0064701|T0088292|T0045464|T0022340|T0095318|T0009739|T0013997|T0056753|T0078316|T0047993|T0095280|T0062758|T0001295|T0047206|T0046187|T0101873|T0091138|T0077997|T0089296|T0013332|T0032941|T0018007|T0102707|T0058474
M4C0549,C0549,4,main,25,False,T0102402|T0063839|T0015809|T0090940|T0025652|T0030339|T0053420|T0087948|T0102695|T0069340|T0012413|T0041719|T0078066|T0046598|T0066570|T0043669|T0019641|T0086344|T0081128|T0096089|T0000937|T0097166|T0062188|T0101567|T0097828
M4C0552,C0552,4,main,20,True,T0082058|T0027194|T0077419|T0065069|T0061757|T0103743|T0049385|T0056438|T0030771|T0029963|T0037884|T0015557|T0084570|T0070869|T0065835|T0056386|T0053080|T0049247|T0016245|T0097522
M4C0567,C0567,4,main,25,False,T0000548|T0033207|T0042867|T0077154|T0086813|T0086788|T0089629|T0001788|T0014246|T0054071|T0030693|T0077343|T0029267|T0030640|T0093396|T0030264|T0095882|T0018506|T0015169|T0021990|T0071486|T0034775|T0102554|T0058218|T0068365
M4C0580,C0580,4,main,25,False,T0018989|T0012083|T0080023|T0002559|T0090239|T0079386|T0089821|T0062837|T0005527|T0019673|T0094050|T0087417|T0050466|T0049310|T0040674|T0018953|T0080363|T0082493|T0060552|T0020459|T0064359|T0099618|T0005273|T0036909|T0103020
M4C0586,C0586,4,main,18,True,T0053085|T0094983|T0097555|T0102673|T0025288|T0102590|T0039323|T0077254|T0027170|T0070196|T0076508|T0029374|T0038204|T0063828|T0008103|T0060890|T0085357|T0077146
M4C0587,C0587,4,main,25,False,T0102667|T0040369|T0035302|T0059577|T0015948|T0076175|T0073442|T0062171|T0057864|T0041966|T0035120|T0062408|T0059524|T0018042|T0056037|T0055257|T0090022|T0015598|T0084704|T0103019|T0101914|T0068739|T0043367|T0063835|T0061622
M4C0590,C0590,4,main,25,False,T0021209|T0070883|T0068964|T0026666|T0039717|T0075441|T0080922|T0080007|T0068384|T0042638|T0092831|T0065512|T0007512|T0051237|T0094868|T0081349|T0004270|T0064066|T0011769|T0046930|T0077153|T0082395|T0033813|T0067384|T0029601
M4C0591,C0591,4,main,25,False,T0078828|T0049796|T0020233|T0086729|T0029750|T0073933|T0024418|T0065176|T0036559|T0095902|T0009057|T0017259|T0080187|T0084362|T0054313|T0051413|T0102704|T0036954|T0010516|T0097875|T0044702|T0015551|T0077122|T0067974|T0078651
M4C0592,C0592,4,main,25,False,T0000069|T0066190|T0052272|T0099394|T0100634|T0076739|T0040307|T0047476|T0010497|T0017735|T0065875|T0024435|T0060667|T0054523|T0008915|T0037168|T0022678|T0017665|T0041207|T0027157|T0031435|T0028616|T0062598|T0101179|T0065922
M4C0597,C0597,4,main,12,True,T0016175|T0066051|T0097283|T0056814|T0072950|T0075280|T0019859|T0028097|T0059933|T0023269|T0025634|T0020288
M4C0610,C0610,4,main,25,False,T0064857|T0028284|T0016845|T0030950|T0025575|T0039273|T0044217|T0044734|T0074206|T0100817|T0081580|T0072285|T0041444|T0060784|T0076547|T0054938|T0093590|T0024443|T0027333|T0079341|T0012618|T0016924|T0009043|T0082603|T0000839
M4C0613,C0613,4,main,25,False,T0023031|T0043801|T0104350|T0039985|T0052079|T0048358|T0090334|T0064165|T0016286|T0060260|T0059885|T0096061|T0104532|T0058560|T0001874|T0095027|T0041962|T0028913|T0076594|T0028283|T0044287|T0029754|T0032694|T0047246|T0033097
M4C0614,C0614,4,main,25,False,T0052558|T0052639|T0012328|T0016188|T0055537|T0023816|T0075398|T0031167|T0036674|T0054810|T0074179|T0096133|T0097058|T0057615|T0080612|T0050913|T0010176|T0080130|T0040988|T0092248|T0067394|T0100356|T0002161|T0022709|T0089664
M4C0621,C0621,4,main,25,False,T0097382|T0095620|T0015018|T0003940|T0052437|T0094022|T0030584|T0027257|T0040616|T0071120|T0025390|T0058128|T0072801|T0047873|T0077406|T0032528|T0049757|T0053942|T0016697|T0068796|T0055881|T0042944|T0061166|T0067320|T0028500
M4C0622,C0622,4,main,25,False,T0074680|T0025800|T0007151|T0090231|T0057457|T0050187|T0099854|T0067772|T0031594|T0034215|T0009990|T0068814|T0081788|T0047088|T0040787|T0036024|T0067031|T0052867|T0097491|T0079215|T0082696|T0089128|T0077032|T0044471|T0064216
M4C0631,C0631,4,main,25,False,T0001370|T0017600|T0019254|T0003464|T0023483|T0098604|T0071958|T0050365|T0042363|T0062686|T0072572|T0099940|T0009965|T0098044|T0069568|T0027884|T0072807|T0055359|T0049083|T0070176|T0088669|T0101818|T0060038|T0044821|T0024871
M4C0634,C0634,4,main,25,False,T0101835|T0073154|T0054341|T0004013|T0045462|T0016437|T0044081|T0079089|T0047484|T0058960|T0012639|T0070634|T0014099|T0068464|T0084244|T0058374|T0047458|T0086461|T0025905|T0038096|T0026137|T0101414|T0029531|T0096685|T0009639
M4C0639,C0639,4,main,25,False,T0010613|T0000824|T0103623|T0029677|T0066428|T0058734|T0028678|T0078151|T0084157|T0054311|T0028609|T0005263|T0081454|T0012177|T0077234|T0074736|T0091690|T0044609|T0076798|T0102670|T0021515|T0061457|T0084250|T0082733|T0000403
M4C0641,C0641,4,main,25,False,T0054922|T0093642|T0053097|T0012651|T0044867|T0050269|T0013617|T0076236|T0040301|T0038732|T0020518|T0064481|T0052226|T0071111|T0001232|T0076586|T0031884|T0038706|T0022787|T0054481|T0058986|T0083775|T0078660|T0066698|T0091464
M4C0654,C0654,4,main,24,True,T0053612|T0080492|T0061461|T0100751|T0009010|T0066961|T0018213|T0069068|T0011555|T0040556|T0014773|T0034541|T0097001|T0102012|T0082377|T0039204|T0080531|T0080239|T0094708|T0016765|T0095212|T0001111|T0084880|T0086485
M4C0657,C0657,4,main,25,False,T0014771|T0072616|T0041429|T0089690|T0014398|T0093022|T0046479|T0056662|T0025179|T0006536|T0052191|T0072191|T0005977|T0100793|T0036863|T0039648|T0096344|T0047517|T0021140|T0063458|T0041572|T0053729|T0079748|T0089976|T0080693
M4C0661,C0661,4,main,25,False,T0004305|T0004011|T0093053|T0052287|T0049307|T0000406|T0018690|T0070468|T0022906|T0038329|T0016846|T0015852|T0024834|T0058328|T0016476|T0069238|T0003538|T0001202|T0071777|T0078592|T0034370|T0030483|T0000989|T0009521|T0067786
M4C0662,C0662,4,main,25,False,T0067184|T0016658|T0083892|T0072765|T0070757|T0061199|T0093197|T0016128|T0012518|T0093485|T0037153|T0075621|T0002507|T0035248|T0020235|T0062376|T0063804|T0082928|T0040250|T0096668|T0006194|T0023576|T0026933|T0033409|T0033396
M4C0684,C0684,4,main,25,False,T0053487|T0055385|T0049246|T0053758|T0088218|T0091993|T0095604|T0051382|T0009689|T0015630|T0003295|T0008311|T0058026|T0006603|T0049896|T0103343|T0017369|T0000419|T0058646|T0048633|T0008558|T0028777|T0011957|T0012213|T0037800
M4C0692,C0692,4,main,20,True,T0079928|T0055614|T0048537|T0096176|T0058208|T0071953|T0042057|T0035439|T0073106|T0104269|T0044578|T0008201|T0071608|T0097264|T0080179|T0008655|T0000953|T0099883|T0027128|T0065166
M4C0695,C0695,4,main,25,False,T0012894|T0003462|T0082968|T0060653|T0084636|T0002796|T0013137|T0017921|T0014660|T0099648|T0052122|T0049790|T0093540|T0056472|T0062082|T0088435|T0090055|T0070545|T0059231|T0040139|T0102810|T0052695|T0080134|T0060873|T0014924
M4C0710,C0710,4,main,25,False,T0034349|T0086969|T0031243|T0075864|T0088996|T0071019|T0007705|T0092426|T0067506|T0059489|T0066625|T0065538|T0102907|T0098190|T0022986|T0094933|T0049492|T0059343|T0057709|T0061885|T0040251|T0078727|T0080325|T0029868|T0010306
M4C0711,C0711,4,main,25,False,T0072372|T0103113|T0004235|T0072870|T0033159|T0033955|T0062613|T0051018|T0071916|T0065609|T0001161|T0061435|T0021409|T0053254|T0015167|T0102648|T0048902|T0016227|T0035594|T0037078|T0067982|T0031423|T0079395|T0023568|T0059222
M4C0727,C0727,4,main,25,False,T0054219|T0034051|T0037480|T0049871|T0011556|T0030019|T0032780|T0063116|T0018206|T0081361|T0058538|T0077050|T0033801|T0084394|T0065998|T0093327|T0034721|T0033223|T0038324|T0034439|T0089515|T0045179|T0002725|T0078973|T0017023
M4C0736,C0736,4,main,25,False,T0043761|T0091056|T0013979|T0025160|T0042536|T0024820|T0074215|T0022109|T0071790|T0040051|T0094744|T0009845|T0004120|T0073557|T0094079|T0037672|T0014317|T0069736|T0063875|T0082978|T0000059|T0096652|T0027557|T0064011|T0065470
M4C0739,C0739,4,main,25,False,T0100428|T0036584|T0039082|T0006311|T0063109|T0097816|T0058539|T0039711|T0076578|T0010520|T0093726|T0036516|T0062478|T0077586|T0025235|T0063127|T0008120|T0031281|T0002967|T0062950|T0092644|T0012843|T0053581|T0079354|T0008351
M4C0742,C0742,4,main,25,False,T0046256|T0029022|T0000001|T0087445|T0023459|T0073943|T0084939|T0091844|T0057929|T0073114|T0071200|T0054743|T0088390|T0055563|T0070575|T0101347|T0002532|T0018849|T0077388|T0027041|T0087981|T0001401|T0027684|T0016474|T0024877
M4C0747,C0747,4,main,25,False,T0032408|T0017041|T0042124|T0090339|T0046791|T0038750|T0021565|T0083865|T0075415|T0001389|T0085265|T0090096|T0022181|T0040336|T0098608|T0091005|T0011301|T0050469|T0067602|T0084131|T0063107|T0089234|T0030636|T0013126|T0064037
M4C0758,C0758,4,main,25,False,T0069187|T0099428|T0073325|T0090080|T0009972|T0041667|T0061938|T0040894|T0051860|T0079511|T0062015|T0055561|T0014893|T0102776|T0075475|T0103151|T0060056|T0006976|T0058006|T0066053|T0029478|T0030625|T0033792|T0023479|T0022739
M4C0765,C0765,4,main,25,False,T0012546|T0026263|T0040584|T0036926|T0004652|T0042303|T0091820|T0099639|T0025548|T0068842|T0033413|T0071938|T0021111|T0027517|T0104199|T0095884|T0029446|T0036444|T0088558|T0021824|T0063323|T0015787|T0091491|T0033245|T0098811
M4C0776,C0776,4,main,25,False,T0074423|T0045584|T0003194|T0007092|T0060238|T0093186|T0010198|T0012050|T0022077|T0084905|T0015573|T0006271|T0049894|T0055975|T0056723|T0089072|T0010811|T0097086|T0005034|T0062865|T0069410|T0050583|T0082143|T0098030|T0036186
M4C0781,C0781,4,main,25,False,T0023008|T0034718|T0024785|T0031561|T0028799|T0038612|T0060019|T0040899|T0045422|T0099595|T0054705|T0069747|T0011885|T0095639|T0099934|T0020004|T0101165|T0074128|T0086613|T0093504|T0076455|T0066554|T0086692|T0082309|T0092354
M4C0788,C0788,4,main,25,False,T0040665|T0099352|T0061197|T0092491|T0075178|T0047331|T0067455|T0022156|T0102987|T0027907|T0090638|T0000972|T0061086|T0083753|T0041916|T0004651|T0080321|T0006077|T0073271|T0049331|T0045035|T0101154|T0050767|T0002942|T0011183
M4C0798,C0798,4,main,12,True,T0095716|T0078063|T0067043|T0044298|T0024317|T0064503|T0023035|T0075058|T0015699|T0036600|T0028692|T0027992
M4C0803,C0803,4,main,25,False,T0057762|T0003154|T0066537|T0066386|T0089579|T0048939|T0061986|T0031777|T0018878|T0028223|T0039689|T0045208|T0100265|T0057918|T0061948|T0014776|T0060458|T0037404|T0006923|T0072542|T0095911|T0019165|T0081608|T0041730|T0075075
M4C0811,C0811,4,main,25,False,T0088314|T0047760|T0057769|T0095186|T0042434|T0052148|T0054358|T0089402|T0083076|T0045468|T0036813|T0100746|T0037407|T0093496|T0033316|T0089982|T0031934|T0079195|T0007002|T0094549|T0008155|T0074826|T0017660|T0064466|T0022535
M4C0814,C0814,4,main,25,False,T0000611|T0021308|T0059649|T0079320|T0013977|T0086258|T0020895|T0011203|T0036058|T0097595|T0047233|T0018257|T0049945|T0030104|T0065032|T0074882|T0005484|T0100542|T0100320|T0033799|T0020690|T0032202|T0076134|T0059571|T0093758
M4C0817,C0817,4,main,25,False,T0096995|T0060108|T0027038|T0040211|T0083249|T0094133|T0023818|T0072006|T0088695|T0019842|T0095462|T0014343|T0009733|T0076186|T0061959|T0070946|T0077098|T0023074|T0048574|T0100416|T0037970|T0005750|T0098750|T0085156|T0060137
M4C0832,C0832,4,main,25,False,T0059332|T0083825|T0102230|T0089822|T0019093|T0009547|T0069790|T0020160|T0085515|T0102390|T0047276|T0100712|T0082307|T0017925|T0032981|T0064073|T0085182|T0048054|T0001301|T0058884|T0095101|T0044545|T0048111|T0075694|T0096287
M4C0834,C0834,4,main,25,False,T0077207|T0036203|T0012632|T0101077|T0002629|T0024405|T0024112|T0101227|T0055840|T0037197|T0085679|T0082582|T0043949|T0099260|T0056247|T0064738|T0007073|T0038846|T0003205|T0082413|T0052141|T0047432|T0041160|T0003089|T0022260
M4C0836,C0836,4,main,25,False,T0007484|T0031487|T0039624|T0037218|T0025492|T0021147|T0055910|T0095977|T0100038|T0007253|T0002367|T0009135|T0088951|T0004090|T0098925|T0001450|T0078760|T0095727|T0065456|T0016201|T0064491|T0008265|T0008818|T0074617|T0009185
M4C0853,C0853,4,main,25,False,T0076846|T0055635|T0061607|T0095174|T0083349|T0051405|T0093132|T0087069|T0090380|T0025387|T0053162|T0016103|T0044019|T0102073|T0004861|T0052614|T0030181|T0098898|T0098567|T0065090|T0045356|T0095090|T0085946|T0085539|T0051364
M4C0867,C0867,4,main,22,True,T0063958|T0050778|T0099718|T0086389|T0074642|T0071217|T0044408|T0068705|T0101522|T0041269|T0066448|T0008855|T0040344|T0022027|T0050478|T0040144|T0074745|T0070208|T0037341|T0066589|T0041806|T0004268
M4C0870,C0870,4,main,25,False,T0052322|T0043863|T0075757|T0035905|T0057939|T0048729|T0046813|T0074205|T0039575|T0034937|T0009755|T0011500|T0043966|T0065096|T0046934|T0086818|T0020815|T0016553|T0039366|T0044792|T0090394|T0033558|T0077832|T0000721|T0046974
M4C0872,C0872,4,main,25,False,T0067613|T0052176|T0081746|T0014900|T0030406|T0084295|T0048263|T0040811|T0002868|T0022827|T0054961|T0032232|T0038159|T0045149|T0085102|T0081826|T0013895|T0026445|T0031287|T0017062|T0009444|T0087004|T0057189|T0069384|T0060921
M4C0875,C0875,4,main,24,True,T0044597|T0091513|T0079989|T0026430|T0003009|T0027431|T0085548|T0036644|T0072175|T0032547|T0010149|T0005855|T0095287|T0022666|T0094339|T0009702|T0051689|T0009505|T0033022|T0032015|T0011296|T0051445|T0098727|T0045480
M4C0876,C0876,4,main,25,False,T0089003|T0038495|T0100304|T0063487|T0066278|T0011027|T0091750|T0082861|T0089156|T0019850|T0047580|T0078663|T0049599|T0012234|T0031347|T0091081|T0014387|T0012502|T0007821|T0067029|T0074946|T0006785|T0019395|T0003682|T0001193
M4C0881,C0881,4,main,25,False,T0037359|T0101618|T0026310|T0006588|T0102456|T0053313|T0060550|T0017531|T0053786|T0042955|T0081952|T0036377|T0010533|T0054591|T0066858|T0044029|T0094906|T0007263|T0049076|T0074333|T0015257|T0048595|T0037296|T0074317|T0076861
M4C0882,C0882,4,main,25,False,T0030931|T0039165|T0074701|T0032518|T0004867|T0035291|T0065129|T0094351|T0078169|T0068634|T0073730|T0056137|T0027104|T0098662|T0007008|T0033917|T0049841|T0044165|T0042504|T0017408|T0067476|T0015131|T0089921|T0102223|T0095075
M4C0885,C0885,4,main,25,False,T0091333|T0046130|T0079695|T0077012|T0085442|T0001538|T0011346|T0097893|T0037753|T0042991|T0002560|T0091370|T0050488|T0019487|T0098884|T0033070|T0015432|T0104071|T0002764|T0104243|T0062295|T0070430|T0081657|T0031751|T0004063
M4C0893,C0893,4,main,25,False,T0092772|T0076360|T0021662|T0013910|T0082952|T0044718|T0097438|T0044243|T0046172|T0098504|T0042078|T0050666|T0088405|T0081177|T0092834|T0021754|T0073788|T0050218|T0096300|T0003958|T0058947|T0046304|T0025012|T0098122|T0099082
M4C0908,C0908,4,main,25,False,T0076087|T0085639|T0028496|T0096404|T0008711|T0091834|T0087578|T0102769|T0010273|T0025243|T0018591|T0081711|T0091108|T0007835|T0094824|T0002556|T0036476|T0049063|T0093237|T0103403|T0100421|T0060720|T0013571|T0032447|T0037028
M5C0004,C0004,5,main,25,False,T0078041|T0087761|T0022738|T0008426|T0099327|T0075791|T0090216|T0047690|T0090063|T0051672|T0052182|T0005710|T0055815|T0026563|T0010172|T0014741|T0045880|T0032799|T0074702|T0048017|T0063266|T0057717|T0073208|T0103169|T0048157
M5C0005,C0005,5,main,25,False,T0081807|T0069928|T0046755|T0009201|T0063231|T0034309|T0088617|T0053635|T0055475|T0067839|T0074563|T0015373|T0052994|T0065616|T0076628|T0025407|T0055372|T0030115|T0092406|T0038614|T0062833|T0098107|T0076449|T0041385|T0002144
M5C0006,C0006,5,main,25,False,T0062262|T0012837|T0088273|T0009969|T0023781|T0042731|T0069536|T0074159|T0100535|T0078679|T0080511|T0065274|T0002568|T0050275|T0003450|T0046138|T0005806|T0022171|T0028452|T0072068|T0058499|T0055063|T0010797|T0087887|T0010921
M5C0010,C0010,5,main,25,False,T0078017|T0060114|T0010280|T0044363|T0093305|T0078400|T0045219|T0061546|T0078633|T0010462|T0078532|T0074903|T0045061|T0012789|T0021470|T0079324|T0014375|T0080835|T0081056|T0074943|T0024541|T0046463|T0009137|T0096003|T0064517
M5C0011,C0011,5,main,25,False,T0033038|T0052830|T0082666|T0018189|T0054127|T0025471|T0025924|T0028746|T0100815|T0036731|T0048928|T0025599|T0051768|T0070021|T0088283|T0084397|T0093886|T0025239|T0025523|T0073365|T0035955|T0006510|T0059334|T0031250|T0027249
M5C0017,C0017,5,main,25,False,T0103428|T0042857|T0054892|T0033403|T0009701|T0031663|T0007391|T0090399|T0063428|T0044857|T0075815|T0034201|T0092080|T0088341|T0060974|T0065931|T0082796|T0096473|T0082487|T0082176|T0004540|T0015002|T0088808|T0083803|T0027879
M5C0040,C0040,5,main,25,False,T0019315|T0093101|T0012718|T0038385|T0055046|T0000072|T0073628|T0084053|T0092490|T0086601|T0015396|T0098973|T0091477|T0034599|T0070576|T0023201|T0034999|T0035852|T0034096|T0041989|T0058102|T0039772|T0076396|T0030757|T0015340
M5C0043,C0043,5,main,25,False,T0021185|T0014847|T0076707|T0056856|T0013001|T0021099|T0096706|T0044808|T0038211|T0043694|T0044172|T0011600|T0012731|T0034601|T0020625|T0069767|T0101029|T0040330|T0007963|T0000302|T0037457|T0025846|T0067401|T0004502|T0018469
M5C0046,C0046,5,main,25,False,T0077777|T0037504|T0098228|T0011620|T0007261|T0029645|T0066689|T0023332|T0007497|T0020682|T0069462|T0051654|T0023833|T0070441|T0087224|T0032611|T0080503|T0089117|T0025979|T0085135|T0072195|T0057122|T0001595|T0008615|T0013340
M5C0049,C0049,5,main,25,False,T0084064|T0098357|T0093888|T0033684|T0023530|T0090500|T0020042|T0094958|T0103298|T0044675|T0065350|T0021737|T0067410|T0021526|T0055781|T0052983|T0001643|T0082865|T0014527|T0021976|T0096041|T0030743|T0024612|T0041646|T0098789
